Filer_ID,Filer_NamL,Report_Num,Committee_Type,Rpt_Date,From_Date,Thru_Date,Elect_Date,tblCover_Office_Cd,tblCover_Offic_Dscr,Rec_Type,Form_Type,Line_Item,Amount_A,Amount_B,Amount_C
1352921,Barbara Parker City Attorney Officeholder Account,000,CTL,01/31/2014,07/01/2013,12/31/2013,,,,SMRY,F460,16,18869.40,,
1352921,Barbara Parker City Attorney Officeholder Account,000,CTL,01/31/2014,07/01/2013,12/31/2013,,,,SMRY,F460,17,0.00,,
1352921,Barbara Parker City Attorney Officeholder Account,000,CTL,01/31/2014,07/01/2013,12/31/2013,,,,SMRY,F460,18,0.00,,
1352921,Barbara Parker City Attorney Officeholder Account,000,CTL,01/31/2014,07/01/2013,12/31/2013,,,,SMRY,F460,19,0.00,,
1352921,Barbara Parker City Attorney Officeholder Account,000,CTL,01/31/2014,07/01/2013,12/31/2013,,,,SMRY,A,1,0.00,,
1352921,Barbara Parker City Attorney Officeholder Account,000,CTL,01/31/2014,07/01/2013,12/31/2013,,,,SMRY,A,2,0.00,,
1352921,Barbara Parker City Attorney Officeholder Account,000,CTL,01/31/2014,07/01/2013,12/31/2013,,,,SMRY,A,3,0.00,,
1352921,Barbara Parker City Attorney Officeholder Account,000,CTL,01/31/2014,07/01/2013,12/31/2013,,,,SMRY,B1,1,0.00,,
1352921,Barbara Parker City Attorney Officeholder Account,000,CTL,01/31/2014,07/01/2013,12/31/2013,,,,SMRY,B1,2,0.00,,
1352921,Barbara Parker City Attorney Officeholder Account,000,CTL,01/31/2014,07/01/2013,12/31/2013,,,,SMRY,B1,3,0.00,,
1352921,Barbara Parker City Attorney Officeholder Account,000,CTL,01/31/2014,07/01/2013,12/31/2013,,,,SMRY,C,1,0.00,,
1352921,Barbara Parker City Attorney Officeholder Account,000,CTL,01/31/2014,07/01/2013,12/31/2013,,,,SMRY,C,2,0.00,,
1352921,Barbara Parker City Attorney Officeholder Account,000,CTL,01/31/2014,07/01/2013,12/31/2013,,,,SMRY,C,3,0.00,,
1352921,Barbara Parker City Attorney Officeholder Account,000,CTL,01/31/2014,07/01/2013,12/31/2013,,,,SMRY,D,1,0.00,,
